eye	startTime	endTime	duration	positionX	positionY	
-1	7499007488	7499129856	121994	479.7000122070312	381.6700134277344	
1	7499007488	7499129856	121994	479.7000122070312	381.6700134277344	
-1	7499131392	0	0	469.1499938964844	359.0299987792969	
1	7499131392	0	0	469.1499938964844	359.0299987792969	
-1	7499131392	7499767808	636325	452.1700134277344	330.75	
1	7499131392	7499767808	636325	452.1700134277344	330.75	
-1	7499773952	0	0	357.1300048828125	281.9599914550781	
1	7499773952	0	0	357.1300048828125	281.9599914550781	
1	7499773952	7499912192	137961	359.3699951171875	284.0799865722656	
-1	7499773952	7499912192	137961	359.3699951171875	284.0799865722656	
-1	7499994112	0	0	1634.900024414062	268.7699890136719	
1	7499994112	0	0	1634.900024414062	268.7699890136719	
-1	7499994112	7500242432	248103	1624.920043945312	275.5199890136719	
1	7499994112	7500242432	248103	1624.920043945312	275.5199890136719	
1	7500300288	0	0	1622.780029296875	286.4100036621094	
-1	7500300288	0	0	1622.780029296875	286.4100036621094	
1	7500300288	7500758528	458198	1618.47998046875	287.1600036621094	
-1	7500300288	7500758528	458198	1618.47998046875	287.1600036621094	
1	7500760576	0	0	1679.56005859375	269.0899963378906	
-1	7500760576	0	0	1679.56005859375	269.0899963378906	
1	7500760576	7500990464	230103	1669.800048828125	282.6600036621094	
-1	7500760576	7500990464	230103	1669.800048828125	282.6600036621094	
-1	7500992512	0	0	1649.069946289062	158.9100036621094	
1	7500992512	0	0	1649.069946289062	158.9100036621094	
1	7500992512	7501148672	156015	1653.260009765625	164.5500030517578	
-1	7500992512	7501148672	156015	1653.260009765625	164.5500030517578	
-1	7501176320	0	0	1596.920043945312	210.5299987792969	
1	7501176320	0	0	1596.920043945312	210.5299987792969	
1	7501176320	7501270528	94131	1595.430053710938	212.4600067138672	
-1	7501176320	7501270528	94131	1595.430053710938	212.4600067138672	
1	7501272576	0	0	1574.829956054688	238.8000030517578	
-1	7501272576	0	0	1574.829956054688	238.8000030517578	
-1	7501272576	7501354496	82008	1574.829956054688	238.8000030517578	
1	7501272576	7501354496	82008	1574.829956054688	238.8000030517578	
1	7501398528	0	0	1642.920043945312	723.739990234375	
-1	7501398528	0	0	1642.920043945312	723.739990234375	
1	7501398528	7501536768	138132	1657.109985351562	720.489990234375	
-1	7501398528	7501536768	138132	1657.109985351562	720.489990234375	
1	7501576704	0	0	1678.099975585938	931.2999877929688	
-1	7501576704	0	0	1678.099975585938	931.2999877929688	
1	7501576704	7501767168	190526	1687.130004882812	927.0999755859375	
-1	7501576704	7501767168	190526	1687.130004882812	927.0999755859375	
1	7501768704	0	0	1733.9599609375	865.8800048828125	
-1	7501768704	0	0	1733.9599609375	865.8800048828125	
-1	7501768704	7502085120	316013	1751.930053710938	858.719970703125	
1	7501768704	7502085120	316013	1751.930053710938	858.719970703125	
-1	7502087168	0	0	1777.18994140625	840.9400024414062	
1	7502087168	0	0	1777.18994140625	840.9400024414062	
-1	7502087168	7502347264	260103	1769.18994140625	844.9000244140625	
1	7502087168	7502347264	260103	1769.18994140625	844.9000244140625	
1	7502433280	0	0	246.1399993896484	1039.699951171875	
-1	7502433280	0	0	246.1399993896484	1039.699951171875	
1	7502433280	7502837248	404196	249.4900054931641	1026.31005859375	
-1	7502433280	7502837248	404196	249.4900054931641	1026.31005859375	
1	7502853120	0	0	169.7700042724609	1035.52001953125	
-1	7502853120	0	0	169.7700042724609	1035.52001953125	
1	7502853120	7502961152	108039	165.1900024414062	1036.719970703125	
1	7498645504	0	0	1068.109985351562	964.719970703125	
-1	7498645504	0	0	1068.109985351562	964.719970703125	
1	7498645504	7498927616	281991	1067.81005859375	965.0599975585938	
-1	7498645504	7498927616	281991	1067.81005859375	965.0599975585938	
1	7499007488	0	0	482.1400146484375	387.2799987792969	
-1	7499007488	0	0	482.1400146484375	387.2799987792969	
-1	7499007488	7499129856	121994	479.7000122070312	381.6700134277344	
1	7499007488	7499129856	121994	479.7000122070312	381.6700134277344	
-1	7499131392	0	0	469.1499938964844	359.0299987792969	
1	7499131392	0	0	469.1499938964844	359.0299987792969	
-1	7499131392	7499767808	636325	452.1700134277344	330.75	
1	7499131392	7499767808	636325	452.1700134277344	330.75	
-1	7499773952	0	0	357.1300048828125	281.9599914550781	
1	7499773952	0	0	357.1300048828125	281.9599914550781	
1	7499773952	7499912192	137961	359.3699951171875	284.0799865722656	
-1	7499773952	7499912192	137961	359.3699951171875	284.0799865722656	
-1	7499994112	0	0	1634.900024414062	268.7699890136719	
1	7499994112	0	0	1634.900024414062	268.7699890136719	
-1	7499994112	7500242432	248103	1624.920043945312	275.5199890136719	
1	7499994112	7500242432	248103	1624.920043945312	275.5199890136719	
1	7500300288	0	0	1622.780029296875	286.4100036621094	
-1	7500300288	0	0	1622.780029296875	286.4100036621094	
1	7500300288	7500758528	458198	1618.47998046875	287.1600036621094	
-1	7500300288	7500758528	458198	1618.47998046875	287.1600036621094	
1	7500760576	0	0	1679.56005859375	269.0899963378906	
-1	7500760576	0	0	1679.56005859375	269.0899963378906	
1	7500760576	7500990464	230103	1669.800048828125	282.6600036621094	
-1	7500760576	7500990464	230103	1669.800048828125	282.6600036621094	
-1	7500992512	0	0	1649.069946289062	158.9100036621094	
1	7500992512	0	0	1649.069946289062	158.9100036621094	
1	7500992512	7501148672	156015	1653.260009765625	164.5500030517578	
-1	7500992512	7501148672	156015	1653.260009765625	164.5500030517578	
-1	7501176320	0	0	1596.920043945312	210.5299987792969	
1	7501176320	0	0	1596.920043945312	210.5299987792969	
1	7501176320	7501270528	94131	1595.430053710938	212.4600067138672	
-1	7501176320	7501270528	94131	1595.430053710938	212.4600067138672	
1	7501272576	0	0	1574.829956054688	238.8000030517578	
-1	7501272576	0	0	1574.829956054688	238.8000030517578	
-1	7501272576	7501354496	82008	1574.829956054688	238.8000030517578	
1	7501272576	7501354496	82008	1574.829956054688	238.8000030517578	
1	7501398528	0	0	1642.920043945312	723.739990234375	
-1	7501398528	0	0	1642.920043945312	723.739990234375	
1	7501398528	7501536768	138132	1657.109985351562	720.489990234375	
-1	7501398528	7501536768	138132	1657.109985351562	720.489990234375	
1	7501576704	0	0	1678.099975585938	931.2999877929688	
-1	7501576704	0	0	1678.099975585938	931.2999877929688	
1	7501576704	7501767168	190526	1687.130004882812	927.0999755859375	
-1	7501576704	7501767168	190526	1687.130004882812	927.0999755859375	
1	7501768704	0	0	1733.9599609375	865.8800048828125	
-1	7501768704	0	0	1733.9599609375	865.8800048828125	
-1	7501768704	7502085120	316013	1751.930053710938	858.719970703125	
1	7501768704	7502085120	316013	1751.930053710938	858.719970703125	
-1	7502087168	0	0	1777.18994140625	840.9400024414062	
1	7502087168	0	0	1777.18994140625	840.9400024414062	
-1	7502087168	7502347264	260103	1769.18994140625	844.9000244140625	
1	7502087168	7502347264	260103	1769.18994140625	844.9000244140625	
1	7502433280	0	0	246.1399993896484	1039.699951171875	
-1	7502433280	0	0	246.1399993896484	1039.699951171875	
1	7502433280	7502837248	404196	249.4900054931641	1026.31005859375	
-1	7502433280	7502837248	404196	249.4900054931641	1026.31005859375	
1	7502853120	0	0	169.7700042724609	1035.52001953125	
-1	7502853120	0	0	169.7700042724609	1035.52001953125	
1	7502853120	7502961152	108039	165.1900024414062	1036.719970703125	
-1	7502853120	7502961152	108039	165.1900024414062	1036.719970703125	
1	7502963200	0	0	131.0700073242188	1047.839965820312	
-1	7502963200	0	0	131.0700073242188	1047.839965820312	
1	7502963200	7503675392	712329	127.5299987792969	1025.989990234375	
-1	7502963200	7503675392	712329	127.5299987792969	1025.989990234375	
-1	7503677440	0	0	108.2900009155273	1022.619995117188	
1	7503677440	0	0	108.2900009155273	1022.619995117188	
1	7503677440	7503877632	200121	111.0299987792969	1023.010009765625	
-1	7503677440	7503877632	200121	111.0299987792969	1023.010009765625	
1	7503943680	0	0	301.6400146484375	169.8600006103516	
-1	7503943680	0	0	301.6400146484375	169.8600006103516	
-1	7503943680	7504079872	136123	308.1000061035156	182.3600006103516	
1	7503943680	7504079872	136123	308.1000061035156	182.3600006103516	
-1	7504081920	0	0	340.9200134277344	217.0599975585938	
1	7504081920	0	0	340.9200134277344	217.0599975585938	
-1	7504081920	7504401920	320085	338.7799987792969	245.7200012207031	
1	7504081920	7504401920	320085	338.7799987792969	245.7200012207031	
-1	7504403968	0	0	368.3699951171875	272.5499877929688	
1	7504403968	0	0	368.3699951171875	272.5499877929688	
1	7504403968	7505252352	848343	353.5199890136719	271.4500122070312	
-1	7504403968	7505252352	848343	353.5199890136719	271.4500122070312	
1	7505346048	0	0	1472.099975585938	120.6699981689453	
-1	7505346048	0	0	1472.099975585938	120.6699981689453	
1	7505346048	7505432576	86141	1473.609985351562	121.2300033569336	
-1	7505346048	7505432576	86141	1473.609985351562	121.2300033569336	
1	7505518592	0	0	1633.219970703125	116.1600036621094	
-1	7505518592	0	0	1633.219970703125	116.1600036621094	
1	7505518592	7505638400	120135	1638.050048828125	115.6900024414062	
-1	7505518592	7505638400	120135	1638.050048828125	115.6900024414062	
1	7505640448	0	0	1661.849975585938	142.3800048828125	
-1	7505640448	0	0	1661.849975585938	142.3800048828125	
1	7505640448	7505780736	139993	1672.25	139.9900054931641	
-1	7505640448	7505780736	139993	1672.25	139.9900054931641	
-1	7506192896	0	0	1687.920043945312	244.1000061035156	
1	7506192896	0	0	1687.920043945312	244.1000061035156	
1	7506192896	7506292736	100004	1689.699951171875	241.0899963378906	
-1	7506192896	7506292736	100004	1689.699951171875	241.0899963378906	
1	7506346496	0	0	1634.949951171875	234.9299926757812	
-1	7506346496	0	0	1634.949951171875	234.9299926757812	
1	7506346496	7506457088	110117	1633.380004882812	237.8300018310547	
-1	7506346496	7506457088	110117	1633.380004882812	237.8300018310547	
1	7506622976	0	0	1592.300048828125	943.47998046875	
-1	7506622976	0	0	1592.300048828125	943.47998046875	
1	7506622976	7506726912	104120	1599.030029296875	939.72998046875	
-1	7506622976	7506726912	104120	1599.030029296875	939.72998046875	
1	7506728960	0	0	1640.660034179688	917.6500244140625	
-1	7506728960	0	0	1640.660034179688	917.6500244140625	
1	7506728960	7506812928	84066	1642.890014648438	916.4400024414062	
-1	7506728960	7506812928	84066	1642.890014648438	916.4400024414062	
1	7506814976	0	0	1681.349975585938	896.5499877929688	
-1	7506814976	0	0	1681.349975585938	896.5499877929688	
-1	7506814976	7507039232	224148	1704.469970703125	884.969970703125	
1	7506814976	7507039232	224148	1704.469970703125	884.969970703125	
-1	7507041280	0	0	1745.43994140625	868.25	
1	7507041280	0	0	1745.43994140625	868.25	
1	7507041280	7507663360	622205	1763.25	850.969970703125	
-1	7507041280	7507663360	622205	1763.25	850.969970703125	
1	7507665408	0	0	1787.369995117188	827.6900024414062	
-1	7507665408	0	0	1787.369995117188	827.6900024414062	
1	7507665408	7508029440	364228	1780.97998046875	826.6699829101562	
-1	7507665408	7508029440	364228	1780.97998046875	826.6699829101562	
-1	7508031488	0	0	1770.430053710938	842.8099975585938	
1	7508031488	0	0	1770.430053710938	842.8099975585938	
1	7508031488	7508193280	162010	1771.77001953125	846.280029296875	
-1	7512743424	0	0	1572.7900390625	786.3800048828125	
1	7512743424	0	0	1572.7900390625	786.3800048828125	
1	7512743424	7512835584	91989	1574.969970703125	784.6199951171875	
-1	7512743424	7512835584	91989	1574.969970703125	784.6199951171875	
-1	7512915456	0	0	1636.640014648438	902.030029296875	
1	7512915456	0	0	1636.640014648438	902.030029296875	
1	7512915456	7513009664	93984	1640.119995117188	900.530029296875	
-1	7512915456	7513009664	93984	1640.119995117188	900.530029296875	
1	7513011712	0	0	1680.839965820312	879.8800048828125	
-1	7513011712	0	0	1680.839965820312	879.8800048828125	
1	7513011712	7513161728	150002	1697.069946289062	873.969970703125	
-1	7513011712	7513161728	150002	1697.069946289062	873.969970703125	
1	7513163776	0	0	1730.02001953125	843.1400146484375	
-1	7513163776	0	0	1730.02001953125	843.1400146484375	
1	7513163776	7514264064	1100584	1741.219970703125	845.469970703125	
-1	7513163776	7514264064	1100584	1741.219970703125	845.469970703125	
-1	7514312192	0	0	1048.630004882812	987.3900146484375	
1	7514312192	0	0	1048.630004882812	987.3900146484375	
1	7514312192	7514398208	86016	1047.910034179688	988	
-1	7514312192	7514398208	86016	1047.910034179688	988	
-1	7514474496	0	0	309.6900024414062	1061.31005859375	
1	7514474496	0	0	309.6900024414062	1061.31005859375	
1	7514474496	7514632192	157991	306.0499877929688	1062.920043945312	
-1	7514474496	7514632192	157991	306.0499877929688	1062.920043945312	
-1	7514638336	0	0	211.6000061035156	1039.2900390625	
1	7514638336	0	0	211.6000061035156	1039.2900390625	
-1	7514638336	7514738688	100175	208.4400024414062	1036.93994140625	
1	7514638336	7514738688	100175	208.4400024414062	1036.93994140625	
-1	7514740224	0	0	201.2400054931641	1018.75	
1	7514740224	0	0	201.2400054931641	1018.75	
-1	7514740224	7514890240	150107	195.2599945068359	1018.059997558594	
1	7514740224	7514890240	150107	195.2599945068359	1018.059997558594	
1	7514898432	0	0	180.2899932861328	1012.359985351562	
-1	7514898432	0	0	180.2899932861328	1012.359985351562	
1	7514898432	7515202560	304095	176.5500030517578	1005.719970703125	
-1	7514898432	7515202560	304095	176.5500030517578	1005.719970703125	
-1	7515204608	0	0	122.4899978637695	1001.940002441406	
1	7515204608	0	0	122.4899978637695	1001.940002441406	
-1	7515204608	7515806720	602358	124.6399993896484	1004.659973144531	
1	7515204608	7515806720	602358	124.6399993896484	1004.659973144531	
1	7515876864	0	0	317.7799987792969	226.1999969482422	
-1	7515876864	0	0	317.7799987792969	226.1999969482422	
1	7515876864	7516022784	145989	324.489990234375	237.5099945068359	
-1	7515876864	7516022784	145989	324.489990234375	237.5099945068359	
-1	7516024832	0	0	344.9599914550781	269.489990234375	
1	7516024832	0	0	344.9599914550781	269.489990234375	
-1	7516024832	7516611072	586344	356.1799926757812	287.239990234375	
1	7516024832	7516611072	586344	356.1799926757812	287.239990234375	
1	7516613120	0	0	370.3800048828125	313.7999877929688	
-1	7516613120	0	0	370.3800048828125	313.7999877929688	
1	7516613120	7517389312	776303	380.739990234375	323.9100036621094	
